Unnamed: 0,아이디,댓글 내용
897,  @oow4343,앵콜라이브인지 공개처형인지..
898,  @loonatictheworld,"2:36 ""now, now, now"" was so bad from 10-years of career"
899,  @Jkeez07,"i'm really sorry to say this but if it wasn't for Hybe for having great access to talented people who can make great song, i think beside their pretty face , lesserafim can't really sing well.....hiksss it's such a sin to have catchy song but fail to deliver due to lack of vocals.... and this isn't happen once or twice. they've been like this since debut , OMFG and to have Gfriend disband to debut this group is really Unforgiven"
900,  @user-nk9um2qt3d,사쿠라 연습 많이해야겠다..참..좀 심하네
901,  @drawing_jammin_,르세라핌 팬인데 사쿠라는 솔직히 진짜..
902,  @mehupurple3398,"Sakura:"")"
903,  @user-rq9dc5vz3i,사쿠라는 커리어 커리어 거리지전에 노래부터 똑바로 해야될듯 ㅋㅋ
904,  @user-xh9pf3vg4q,사쿠라 랩할 때 한국어로 말하는지 일본어로 말하는지 헷갈려
905,  @danielaarias3318, ¿Qué fue eso?
906,  @user-zw5vo2nw3d,4세대팬들은 싹 다 내로남불 기본장착에 본인 팀한테는 관대하고 남의 팀엔 엄격한듯ㅋㅋ
907,  @wonszn,How is Sakura an idol...?
908,  @dool8868,이런애들이 어떻게 가수가 됬을까 ..인기로 가수하지말고 실력으로 가수가 되길
909,  @user-tq3ds1fd7o,3:16 1:59 카즈하는 연습기간이 짧아서 이해하는데 사쿠라는 진짜 점점 심각해지는거 같다 ㅋㅋㅋㅋㅋㅋ 파트를 덜주는게 다 이유가 있고 3분짜리 곡에 딱 몇초 불렀는데 이거 하나 제대로 못부르네..이게 뭔 영어를 부르는건지 일본어인지 알수가없네 ㅋㅋㅋㅋㅋ 노래를 못하면 발음은 좀 제대로 하던가 발음도 못하고 그룹에서 춤도 젤 못추고 물론 아이즈원 때보다는 나아졌지만..비주얼도 솔직히 난 잘 모르겠다 ㅋㅋㅋㅋㅋㅋ 쿠라야 예능 적당히 나가고 이참에 보컬트레이닝 좀 빡세게 받자..언제까지 팬이랑 회사에서 우쭈쭈하면서 잘한다 잘한다 해줄거니..제발 팬들도 정신차렸으면 좋겠다..그리고 채원이 윤진이 은채 너무잘한다 ㅠㅠㅠ 즈하는 좀만 더 연습하자 !
910,  @Coloratura13,3:16 가사 뭐에요? 넘 궁금해서 알아왔어요미래 그앞에 새겨둬 나의 story
911,  @user-ho3sx8gw6y,채원 잘하는데 왜케 파트가 없음?
912,  @user-sg1en6gr4x,쿠라야 더연습하자
913,  @yunskim36,난 허윤진 잘부르는줄 알았는뎅.....쎄게 지를줄만 알지 못부르는 구나....
914,  @WOW-jy9hf,울었어야지 울먹거리느라 노래못하는척이라도하지
915,  @user-kz1ml4uv4l,ㅋㅋㅋㅋ가사 까먹고 절고 가사 흘리고 ㅋㅋㅋㅋ 아 진짜 저것도 아이돌이라고 ㅁㅊ ㅈㄴ 창피하다 못해도 어느정도여야지
916,  @user-ep1wk8ef4z,외계어로노래부르는거같아.뭔소리인지모르겠다
917,  @alinaivanov5536,i am in shock and i’m so sad
918,  @05padori86,피어나지만 춤 연습만 빡세게 하지 말고 노래 연습도 섞어가면서 해.. 내가 예전에 샤이니를 괜히 좋아한 게 아니다 다 잘해서 좋아햇지 가수는 노래가 기본이지 그건 불변의 진리
919,  @user-xy9zw1hi3w,이게 잘하는거야....? 가수라는 애들이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ학교에서 애들이랑 코노간 수준인데
920,  @jk_bro9377,아쁘기쁜 아머빌런아머
921,  @Abcdefg-sd1vg,다 진짜 처참하다
922,  @Aheng95,Padahal pitch nya tidak terlalu sulit.
923,  @user-ko2fz7cs3v,3:15 ??? : 게싸리~ 레쓰게쓰따리~
924,  @ngomannhi506,"One of the worst encore in gen 4, Chaewon's doing great all the time but others members.... Even Yunjin main vocal, she strain and flat almost everytime she sing in this encore"
925,  @guto97,이건 사실상 일본 멤버들 때문에 다른 멤버들도 다 같이 내려치기 당한거네 ㅋㅋㅋㅋ
926,  @nonc1816,쉣~~
927,  @orendacia,3:15 sakura??
928,  @dellyspice,"i wanna talk about sakura. < a little explanation for her>you know japanese barely spend time and money to train their one. it is because girl group is just like cheap thing for middle-aged men in japan.not to make same young people to look up. actually japanese middle aged men prefer unmatured and not-too-skillful girls because of their sex fantasy. <you must know what i mean if you watch anime.>_x000D_so sakura already got very bad habits from japan and it is really hard to fix it once we get used to it. to summarize, her career in japan is not helping her at all at least for the vocal part."
929,  @user-sr5lw6dg8z,와..진짜 라이브 너무 못한다. 어디가서 가수라 하지마.
930,  @user-ts4qy8sh9w,이제 소속사들이 항의 엄청해서 앵콜무대 없애버릴듯ㅋㅋㅋㅋㅋㅋㅋ
931,  @imzhongli3776,omg sakura and kazuha should have not have debuted…
932,  @oo-nw1jm,솔직히 김채원 빼고 다 불안한데 사쿠라는 진짜 너무 못함
933,  @edwardkim6064,와 사쿠라ㅋㅋㅋㅋㅋㅋㅋ
934,  @vis_Travis,Chae won and yujin ate
935,  @user-nn3wv4cw4p,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그냥웃지요
936,  @user-my4rv6fv9m,김채원이 캐리함 ㅋ
937,  @oyeme,I'm sorry but this is so bad it's good
938,  @Nec_1013,홍은채는 봐줄만 하고 채원이는 진짜 잘한다(이건 제 개인적인 생각입니다! 욕하지 말아주세요ㅠㅠ)
939,  @user-dh6wu1xj9x,얼굴 예쁜 댄서 아니냐 걍 ㅋㅋ백댄서들중에 노래 잘부르는 애들 많던데 걍 걔네 세워도 얘네보다 잘부를듯
940,  @rylysaint,yunjinnn
941,  @user-rz2bw3dv1e,"다들 많이 힘들어 보이는데요,,"
942,  @vmekqorh8617,얘넨 춤은 잘 맞추더만 음정은 왜 못 맞추는데 순간 얘네 본인 곡 맞나 싶었네 충격이다 노래 연습 필요할듯
943,  @807kikaka,아 소름 돋아
944,  @user-pq9or4vs9m,게스타리 레스게스타리 미래쿠아페 새겨둬 내 소리 ~~~~|
945,  @higogo2713,데뷔 초에 아형나와서 다음 그래미 진출은 르세라핌 뭐 그런 말도 했으면서 이실력으로 그래미를 어떻게 감?? 창피하다......
946,  @nain3529,여기에 가수는 김채원 한명이네
947,  @vaggzarts5775,fyi the main vocal is just yunjin and chaewon not kazuha
948,  @mgbpmpttdpmg,실력파 여자친구 버리고 만든게 이꼬라지ㅋㅋㅋ
949,  @pipiesespipi,kazuha sound the same... but sakura 
950,  @aerrrrrr,crying some of these comments are ruthless HAHA
951,  @eunjunglee38,와...대박. 걍 다 엉망진창
952,  @HkTiger-jg8fs,장원영이 이제는 훗!내가 노래 좀 하는거였네 할듯 ㅋㅋ
953,  @9reenda2,가만히 서서 불렀고 후보정 들어가서 이정도면 그냥 가수 접는 게 맞다.누구 특정할 게 아니라 그냥 다 못함욕 안 먹으려면 다음부턴 목에 양 빼고 나와라
954,  @Ohchaehyun2286,2:36 nÖw now now
955,  @icdi3807,"3:25 - 3:40 BEST PART (I’m kidding, my ears bleeding)"
956,  @user-sz6bu6es4b,채원이만 살아남았네..
957,  @purrrr597,Sakura girl what is this?
958,  @emixox8404,bruh they aren’t bad idk what u guys r on
959,  @hyunjulee8964,채원이랑 윤진이가 고생이 많다......  음치 3명 이끌고 있으니.....
960,  @San-PEDRO.5,
961,  @sirratara,Be like ÆSPA
962,  @marionsanders2207,why y’all saying them like all them suck u know yujin and chaewon did that
963,  @bubbub165,they disbanded gfriend who all members can be main vocalist to this
964,  @unvwxz,김채원>>>>>>허윤진>홍은채>>>>>카즈하=사쿠라
965,  @c.h2132,"?? 르세라핌만 그렇지, 나머지 한국 아이돌들은 잘부릅니다. 일반화하지 마세요. 한국인들은 기본적으로 음주가무를 좋아하고 일반인들도 필리피노들처럼 노래 엄청 잘하기로 유명함. 안믿기면 한국 노래방와보세요; 여기 음치 멤버는 한국인이 아니라 일본인이고, 케이팝을 대표할수 없습니다; SES(바다) 핑클(옥주현) HOT(강타) 보아 엑소 동방신기(전원) 샤이니(종현 온유) 에스파(윈터 닝닝)  소녀시대(태연 티파니 제시카) 빅뱅(태양) 투애니원(박봄 CL) 원더걸스(선예 예은) 씨스타(효린 소유) 블랙핑크(로제) 등의 노래를 들어보세요 못하는지? 군무나 춤도 애프터스쿨(가희 및 전원) HOT(장우혁) 신화(이민우 전진)  투애니원(공민지) 빅뱅 2pm 원더걸스 전원이 이들보다 더 뛰어남. 이 그룹들은 보컬 아닌 멤버도 위 그룹보다 라이브 안정적임.----이게 미국에서 케이팝들으면 놀리고 창피해진다는 영어댓에 내가 대댓으로 단 댓인데 진짜 레전드는 한류 초창기 길닦은 1,2세대였음 진짜 창피하다 얘네로 케이팝 전부가 싸그리 일반화되어서 퀄리티 후려쳐지는게; 왜 이런애들 뽑음??;"
966,  @mackenziee.9085,Sakura and Kazuha never really had vocal training so I will say they need improvement but the others did ok
967,  @melitina81,카즈하는 랩 톤 좋은디 노래연습 쪼금만하면 좋을듯
968,  @tripleS_over_morals,eunchae outsing them bitxxes again for me !!!
969,  @tetifebrianti223,Jebolan hybe ga heran vokalnya
970,  @oumine2044,사쿠라는 진짜 선넘었다.. 그냥 재능 없어보임. 그렇게 높은 음역대도 아닌데 목소리가 떨리는거 보면 그냥 음치수준인데... 프튜 연습생 시절이랑 다를게 없다
971,  @ada17890,Hard to watch🫣🫢sakura I love you but this was just not it  yunjin and chaewon carried
972,  @nisanswift,sakura has like 2 lines and still can’t sing them? i hope they can improve
973,  @jollyboysanjuan2728,"They playtime it, they're not in serious mode so why expect a better rendition?"
974,  @D0R0CY,"아이고야., 얘들아..."
975,  @djdjdd3223,2:10 지들도 웃겨서 웃네 ㅋㅋㅋ
976,  @onedirectionniall8381,다같이 부를때는 진짜 테러수준이네 ㅋㅋㅋㅋㅋㅋㅋㅋ
977,  @zhan2063,Сакура это что 
978,  @fxxk_,가요랑 성악이랑 많이 다른가보다 다른그룹 가면 메보 못할 거 같은데... 채원이가 왜 리보야
979,  @caratjun8575,Korean really said the group with 4 tone deaf omfg
980,  @yunjinvenom,ilove them but these vocals were NOT IT
981,  @user-pb8op5zk2g,자기들도 mr 안깔린 거 보고 당황한 눈치네
982,  @Malak_10902,They were very good in the beginning but after the chorus it became a complete mess yunjin and chaewon ATE and I’m sorry but Sakura being in this industry for 10 years she have to improve her vocals
983,  @kimyk_0226,"걍 고음은 김채원이랑 허윤진 주고 나머지 그냥 저음만 시키거나 추임새만 시키자,,"
984,  @user-bv3nt9bq9q,3:30  채원이 표정 하.. 망했다 딱 이거네.. ㅋㅋ
985,  @angelf722,I read a comment saying it’s a shame that Hybe doesn’t invest in their vocal training. I’m laughing. Instead of criticising the girls singing you criticise the company? Nonsense. The company is rich they can afford everything. But if a person is a dozen and cannot sing well and is tone deaf u can’t change that with any vocal training
986,  @user-mn8bj7yb6q,꾸라 믿고 응원하는 사람인데 이번에는 진짜 쉴드 못쳐주겠음;; 꾸라누나 쪼금 더 연습해서 돌아오자 그때는 우리가 환영해줄께 지금은 조금 아닌거 같아..ㅠ
987,  @ekasuryani7953,Need training vocal again
988,  @orangepeel2683,i can forgive kazuha and eunche bcs they’re new on this but sakura?? pls hybe focus more on their vocal rather than dancing pls
989,  @betterthanrevengeisawsome,Chaewon carried
990,  @user-vl4nc4gs5u,음원이랑 너무 차이가 나는거아닌가ㅋ어느정도  는 당연히 차이가 나겠지만ㅋ진짜심하네ㅋㅋ거의 뭐 마기꾼같은느낌이네ㅋㅋ
991,  @yymm7710,아니 사쿠라ㅋㅋㅋㅋㅋㅋㅋ️
992,  @Nezuko_smol11,When visual overshadows talent lol
993,  @camiTorrs,Oajala con esto ya dejen de darles lineas a kazuha
994,  @user-vd4if9gr6n,한국어도 어눌하게 하면서 노래를 어케하는지 궁금했는데 정답이 여기있어
995,  @Kit_zioek,이정도도 잘하는거지..
996,  @user-hr7yp8qs9p,어디서 많이 들어봤다 했더니 코노 옆방 잼민이들이 부른거랑 똑같음 ㄹㅇ 초중딩같던데 르세라핌 온줄 알았다…
997,  @o-dang,"보컬은 채원 윤진 만채 주고 랩은 즈하 주고 꾸라는 중간중간 조금씩 주는게 제일 나을거 같은데, 사쿠라 파트를 더 줄거면 보컬 트레이닝도 좀 하고."
998,  @user-ol4ns8qu1b,ウォニョンとさくらが比べられることあるけど、到底及ばないよな
999,  @zizi0123_,"너무 춤적인 요소에만 출중했던거 아닌가,, 팬이긴 한데 퍼포먼스에 자신있는 그룹인데, 노래도 퍼포먼스지 않나..? 아이돌은 춤만 추는 사람이 아니고 춤추고 노래부르는 사람인데 아이돌로서의 역할은 더 잘 해내줬으면 좋겠다.."
1000,  @hollandholland9250,"Blind fans of Sakura, Kazuha, and Eunchae should admit that their vocal skill is at the bottom. It is not singer's. Sakura has been working more than ten years. How is it possible? Shameful."
1001,  @user-ri9jy2dw5c,"르세라핌  김채원 빼고는 라이브 뭐임? 가사도 까먹고 가사도 절고 음정도 불안한데다 낮은 음도 못 부르질 않나르세라핌 팬들아 니들 그룹 보면 아이브랑 에스파 까댈 처지가 아닌데?? 에스파한테 라이브로 발려서 할 말 없으니까  에스파는 앵콜 무대를 안 즐기고 노래만 죽어라 부른다 하는데,가사 까먹고 가사 절고  삑사리 날까봐 소리 질러대는 느그들 르세라핌보단 프로 의식 투철한 에스파가 훨씬 잘한다! 주제를 알아야지"
1002,  @user-do9zm8ci2e,내가 르세라핌은 김채원밖에 안보는 이유
1003,  @nonc1816,제대로트레이닝 한달만시켜도 이거보단잘하겠다
1004,  @popopopopop619,역시 어느 팀이던 일본 애들이 노래를 못하는 게 맞는 듯...
1005,  @user-vn5cn4vm2b,사쿠라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1006,  @user-mu9kb8kk6z,어머.깜놀
1007,  @user-qr5zh7ij4p,아니 본인들이 못 부르는데 곡을 어떻게 낸 거임?ㅋㅋㅋ자기네 곡이라고 떳떳하게 못 부르잖아 ..
1008,  @woonext-he5ml,군대가고싶을때
1009,  @for._everyoung102,3:33 김채원이랑 카즈하 파트 교체하자
1010,  @aall1150,아이브 욕하면서 르세라핌 보고 실력파라고 했던거 후회함
1011,  @Haris4024ever,its okay im just vibing but until this part come 2:36  just throw me off 
1012,  @Melo-oj1kl,カラオケかな？w
1013,  @AK-qs4mo,"Vocals,,"
1014,  @JosephPark0217,즈하를 랩으로
1015,  @4lf1nf,
1016,  @user-qk8iu8qx2f,"은채랑 윤진,채원은 괜찮은데.."
1017,  @ascherithgrey2094,karaoke box we can choose random cute girl on the street and probably sound better
1018,  @Please_ignore_me,"음…채원이랑 윤진이는 잘 하고 은채는 자기 파트정도는 어느정도 잘 소화해 내는데,사쿠라가 좀 심하다..저건 좀.."
1019,  @horanghaepowr,
1020,  @phamthuhong3332,아... 그게... 실력파 그룹인 줄 알았는데... 이런 라이브 실력은 ㅇㅅㅍ ㅇㅁㅅ 같은 그룹에 비하면 진짜 못해...특히 ㅋㅊㅎ ㅅㅋㄹ 그냥 음치 수준 아니냐ㅋㅋㅋㅋ 아 ㅅㅂ 너무 웃겨ㅋㅋㅋㅋㅋ
