Unnamed: 0,아이디,댓글 내용
1350,  @user-mu3ec9zc3w,장토끼 네 다음 립싱크하는 아이브ㅋ 하이브돌들이 립싱크장인인아이브만하겠노실력 비빌급도안되는게 뭔ㅋ
1351,  @ravengaon1234,그래도 저정도면 나아진거에요
1352,  @user-mu3ec9zc3w,푸딩러브 별차이없음요
1353,  @mmkhmin,장원영 안부르네 ㅋㅋㅋㅋㅋㅋ
1354,  @kingtiger9405,ㅡㅡ;;; 처첨하다....
1355,  @dfggy,https://youtu.be/0kqr_DCKwXs이건 어떠심~? ㅋㅋ 지구 멸망임
1356,  @mymeow4761,"Ủa nhép ko z, t chê mạnh nhaaaaaa"
1357,  @user-ju1wn6lb4s,고음그냥 버리네
1358,  @onceinsomniamiracleneverla6767,So tired of Yujin screaming. These members need to learn how to sing like Liz.
1359,  @littlecherrybloosom9950,IKR. Liz knows how to make the notes she sings sound pleasing to hear; not only executing the belting parts.Her voice will do justice in OST. She has quality 
1360,  @chuchu8071,원영이 마이크 댄스할때는 걍 없애라 안부르잖아;
1361,  @EON._0916,그거 그냥 원영이센터고 All파트야ㅠㅠㅠㅠㅠ
1362,  @PARK_WON_SUN,딱히 잘한다는 느낌이없네 가수 맞음? 그냥 노래방에서 좀 부르는 일반인인데
1363,  @user-wo6pc3fq7v,리즈랑 유진파트 안들으셨나봄 ㅋㅋㅋㅋㅋㅋㅋ
1364,  @user-he8sy2ob9g,ㅉ
1365,  @lostmanagementcities,몇놈은 노래도 안부르네
1366,  @__dtd__,"성량이 딸려서 그래여 ㅠㅠㅠ 애초에 mr 딴 거 부터 깔끔하지 않은데 살짝 흘리는 비음조차 뒷배경으로 인식하는 귀, 대가리를 가졌으면서 어떻게 판단을 하시겠다구ㅜㅜ"
1367,  @user-kn2ox1zm1k,장원영 빼고는 다 잘하네
1368,  @user-tp8lf5po4d,뭐래 장원영도 잘하는데
1369,  @Uzulala,"Why’s Wonyoung still Lip-sync 100%, she sing at least 1 phase perfectly but she didn’t, that’s selfish."
1370,  @user-zc8ut6ut8f,ㅉ 조작아니니>?
1371,  @1baseball,이젠 라이브로 보여줘도 억까하냐 ㅋ
1372,  @user-zc8ut6ut8f, @1baseball  레즈라이브는 왜 앞서니?
1373,  @1baseball, @user-zc8ut6ut8f  뭐라는거야
1374,  @ttangvlog,왜 가을선배 칭찬은 없지;;; 내가보기에 장원영 빼고는 다 잘하는거같은데? 그와중에 가성파트는 Mr이 인식 못하는구나 ㅋㅋㅋㅋ
