아이디,한글,교정된한글,label
  @jihyun4473,춤안추는데 당연히 잘불러야짘,춤 안 추는데 당연히 잘불러야짘,0
  @user-mj6zb1cz5b,은 허윤진빼고 가만히 있어도 못 부름,은 허윤진 빼고 가만히 있어도 못 부름,0
  @user-ue4ut3xp6e,진짜 정상적으로 가수는 한명 뿐이고노래  웃기놐,진짜 정상적으로 가수는 한 명뿐이고 노래  웃기놐,0
  @jsejbejs4674,이 댓글을 보고 노래가 존나 웃기다는 것을 처음 알았습니다,이 댓글을 보고 노래가 정말 웃기다는 것을 처음 알았습니다,0
  @user-nh6gj4mq8f,개인적으로 스타쉽에서 발성 좀 잡아줬으면 좋겠는데 장원영은 아이즈원에서 불렀던 것처럼 부르는게 아니니,개인적으로 스타십에서 발성 좀 잡아줬으면 좋겠는데 장원영은 아이즈원에서 불렀던 것처럼 부르는 게 아니니,0
  @user-cs9zh7dn5c,솔직히 다들 일반인들도 저정도 합니다춤이문제지,솔직히 다들 일반인들도 저 정도 합니다 춤이 문제지,0
  @NoaPi_,리즈 말고는 초등 여자애들이 고음 그냥 내지르는 것 같음,리즈 말고는 초등 여자애들이 고음 그냥 내지르는 것 같음,0
  @Jennyyy572,초딩들은 다 신음 창법이 잖아 ,초등학생들은 다 신음 창법이잖아 ,0
  @jsejbejs4674,음악하시는 분도 아니면서 어떻게 초급고음과 고급고음을 구분하세요 님은 가수인가요 보컬트레이너인가요,음악 하시는 분도 아니면서 어떻게 초급 고음과 고급 고음을 구분하세요 님은 가수인가요 보컬 트레이너인가요,0
  @pepe-gt2py,잘한다의 기준이 뭔지부터 세워놓고 평가하는게 낫겠다 ,잘한다의 기준이 뭔지부터 세워놓고 평가하는 게 낫겠다 ,0
  @user-gv9gf8vx4s,리즈없었으면 이 노래 망했던거임,리즈 없었으면 이 노래 망했던 거임,0
  @user-zw8pb3vi2b,진짜 노력 실력 한심하기짝이 없다리즈 없으면 어떻게 하려고재수 좋아 곡을 잘 받아서그렇치이정도 노래 실력으로 가수라고아이들 중 라이브 노래 제일 못하는것 같아 지금이라도제대로 노래강습을 더 받아야지실력에 비해 인기 있는것부끄러워해야지,진짜 노력 실력 한심하기 짝이 없다 리즈 없으면 어떻게 하려고 재수 좋아 곡을 잘 받아서 그렇지 이 정도 노래 실력으로 가수라고 아이들 중 라이브 노래 제일 못하는 것 같아 지금이라도 제대로 노래강습을 더 받아야지 실력에 비해 인기 있는 것 부끄러워해야지,0
  @user-mj1xf4tu2o,난왜 비호말랄 장르를 판타지로들리지,난 왜 비호말랄 장르를 판타지로 들리지,1
  @user-cp9rn7xj8f,가을빼고 다 잘하는데,가을 빼고 다 잘하는데,0
  @user-bw7kn8zy6k,가수라고 하기에는 일반인급이라고 볼수 밖에 없는 음치가 한명 있는 듯,가수라고 하기에는 일반인급이라고 볼 수밖에 없는 음치가 한 명 있는 듯,0
  @user-ez3fp5bk5w,이게잘하는거구나풉,이게 잘하는 거구나 풋,0
  @5moon_night,아니 대체 왜 라이브를 엠알제거를 하는거지 이런 영상들은 다 못한다고 주작해서 조회수 먹으려는 것처럼 밖에 안보는데,아니 대체 왜 라이브를 엠알 제거를 하는 거지 이런 영상들은 다 못한다고 주작해서 조회 수 먹으려는 것처럼 밖에 안 보는데,0
  @55tani,마무리가 하이라이트인데 짤림 다시 올라왔음,마무리가 하이라이트인데 잘림 다시 올라왔음,1
  @user-vm2uz8qo3n,안유진이 잘하는거임 ,안유진이 잘하는 거임 ,1
  @user-yi3mk5lm8t,리즈랑 이서 말곤 노래하지 마랔 원영이 노래 지도 못하는 거 알아서 존나 안 부르넼,리즈랑 이서 말곤 노래하지 마랔 원영이 노래 지도 못하는 거 알아서 존나 안 부르넼,0
  @user-mm3pn5ke4f,잘하는데요,잘하는데요,1
  @user-ew5mj8pu6n,까는 애들 구경왔는데 없네,까는 애들 구경 왔는데 없네,1
  @user-tp2pm6lm8g,술집다니는 아가씨가 더 잘부르것다 ,술집 다니는 아가씨가 더 잘 부르것다 ,0
  @user-hl6kh3ck1h,우후후 아하하,우후후 아하하,1
  @zhangseung,썸네일에 홀린듯이 들어옴,섬네일에 홀린 듯이 들어옴,1
  @user-wn1hb5od6n,자란다 자란다,자란다 자란다,1
  @user-oh5yl2bk4i,가을이는,가을이는,1
  @user-ve1wd9hu7r,장원영 수납 오지네 ,장원영 수납 오지네 ,0
  @user-lc1oo1dg9u,일반인도 부른다고 그러니까 이쁘니까 데뷔하는구나 ,일반인도 부른다고 그러니까 이쁘니까 데뷔하는구나 ,0
  @user-ye9ng7cm6i,부담스러울 정도로 확대하다 줄여서 정신 사납다,부담스러울 정도로 확대하다 줄여서 정신 사납다,1
  @turinoik9477,이게머얔 ,이게머얔 ,1
  @dini0520,리즈 싫어하냐,리즈 싫어하냐,0
  @user-db7jc8qd1v,안유진이 제일 잘하는데,안유진이 제일 잘하는데,1
  @Rvd-schul,리즈가 제일 잘하지 안정적으로 고음 올라가고 거기에 화음까지 완벽함,리즈가 제일 잘하지 안정적으로 고음 올라가고 거기에 화음까지 완벽함,1
  @gwakdooho,장원영 못 하니까 멤버들이 같이 불러주는데 가을은 그냥 일반인보다 못하는 듯 저런 게 가수라고,장원영 못 하니까 멤버들이 같이 불러주는데 가을은 그냥 일반인보다 못하는 듯 저런 게 가수라고,0
  @user-iw7vj5yu5o,늘긴 했는데 여전히 다 불안하노 ,늘긴 했는데 여전히 다 불안하니 ,0
  @user-xf1vd2zs1q,리즈가 최고네장원영은 연습좀,리즈가 최고 네 장 원영은 연습 좀,0
  @user-xc4xx7md8j,응 아니야 가을언니가 연습해야됌,응 아니야 가을 언니가 연습해야 됨,0
  @user-xc4xx7md8j,많이 는거임,많이 는 거임,1
  @sc1..,가을 원영이 제일 잘함반박시 니말맞,가을 원영이 제일 잘함 반박 시 네 말 맞,0
  @user-cz1nm1kr8j,지금이 세대 세대 아이돌 시절이냐 성장형 아이돌 양성하게 세대부터 완성형 아이돌인데 뭔 얘네는 아직까지 성장 중이노그래서 언제 완성되는데,지금이 세대 세대 아이돌 시절이냐 성장형 아이돌 양성하게 세대부터 완성형 아이돌인데 뭔 얘네는 아직까지 성장 중이 노 그래서 언제 완성되는데,0
  @Jennyyy572,아직 데뷔 한지 년 반 밖에 안됨,아직 데뷔 한지 년 반 밖에 안됨,1
  @Jennyyy572,그래서 니 욕하는거 부터가 잘못임 ,그래서 네 욕하는 거부터가 잘못임 ,0
  @user-ed1fe1iu6q,진짜 나라망신이다,진짜 나라 망신이다,0
  @minjungyun4509,하이고,하이고,0
  @user-vw5dt1gx8g,어휴 ,어휴 ,0
  @macarong0774-ARMYxBTS,근데 저 다이브 맞아요 근데 요즘 이런 라이브에도 에이알이랑 보정 다 하는거 아닌가요 아니면 좋겠지만 이번 인생네컷 촬영때도 그렇고 특히 너무 보정하고 소리키우고 오토튠 깐게 티나요 솔직히 팬으로서 다들 보컬실력이 진짜 너무 좋은걸 아는데 왜 굳이 필요이상으로 티나게 보정하는지 그냥 우리 얘들 생목소리 라이브 듣고싶다구여 ,근데 저 다이브 맞아요 근데 요즘 이런 라이브에도 에이알이랑 보정 다 하는 거 아닌가요 아니면 좋겠지만 이번 인생 네 컷 촬영 때도 그렇고 특히 너무 보정하고 소리 키우고 오토튠 깐 게 티 나요 솔직히 팬으로서 다들 보컬 실력이 진짜 너무 좋은 걸 아는데 왜 굳이 필요 이상으로 티 나게 보정하는지 그냥 우리 얘들 생 목소리 라이브 듣고 싶다고요 ,1
  @user-ti2jd1dc3b,걍 엠알제거 자체를 믿지마삼악의적으로 조작할 수도 있고보정할 수도 있음원더케이 인생네컷이나 앵콜 라이브 영상 보는거 추천,그냥 엠알 제거 자체를 믿지 마 삼 악의적으로 조작할 수도 있고 보정할 수도 있음 원더 케이 인생 네 컷이나 앙코르 라이브 영상 보는 거 추천,1
  @SkodkLoks,앵콜은 개 쌩라이브인데 뭔 보정이에요 ,앙코르는 개 씽 라이브인데 뭔 보정이에요 ,0
  @user-ti2jd1dc3b,엠알제거 한거 말하는거잖아엠알제거하는 프로그램에서 조작이 가능하다고,엠알 제거한 거 말하는 거잖아 엠 알 제거하는 프로그램에서 조작이 가능하다고,0
  @SkodkLoks,님한테 답글단건 아님애초에 엠알 개 작은 생라이브영상인데 엠알제거도 굳이 왜한건지 모르겠는 영상이네,님한테 답글단 건 아님 애초에 엠알 개 작은 생라이브 영상인데 엠알 제거도 굳이 왜 한 건지 모르겠는 영상이네,0
  @qqqqppp7,뭔 헛소리임 더쇼 앵콜만큼 아이돌들이 쌩라이브 하는 곳이 없는데  당장 음정 라이브 하나하나 다 들리는게 더쇼 앵콜무대인데 보정드립  가라 잼민아,뭔 헛소리임 더쇼 앙코르만큼 아이돌들이 쌩라이브 하는 곳이 없는데  당장 음정 라이브 하나하나 다 들리는 게 더쇼 앙코르 무대인데 보정 드립  가라 잼민아,0
  @qqqqppp7,생목소리 영상에 생목소리 듣고싶다구요 이지랄 능지 개박살난듯,생 목소리 영상에 생 목소리 듣고 싶다고요 이 지랄 능지 게 박살 난 듯,0
  @haneul_11,이게 생 목소리 라이브 라고요,이게 생 목소리 라이브라고요,1
  @macarong0774-ARMYxBTS,진짜 죄송해요 제가 딱 이 라이브만 말한게 아니라 딴 프로그램을 말하거였고 저는 안좋은의미로 말한것도 아니도 사실 다시보니 생라이브인거 같아서 댓글 수정을 할려고 했는데 앱이 나가져 버렸어요 저 진짜 아이브랑 딴 억울하게 한번 라이브 잘못하신걸로 억까당하시는분들 다 너무 응원합니다 저는 그냥 보정 안해도 잘부른다는걸 말하려구 한겅예요,진짜 죄송해요 제가 딱 이 라이브만 말한 게 아니라 딴 프로그램을 말하 거였고 저는 안 좋은 의미로 말한 것도 아니도 사실 다시 보니 생라이브인 거 같아서 댓글 수정을 하려고 했는데 앱이 나가죠 버렸어요 저 진짜 아이브랑 딴 억울하게 한번 라이브 잘못하신 걸로 억까당하시는분들 다 너무 응원합니다 저는 그냥 보정 안 해도 잘 부른다는 걸 말하려고 한 거예요,1
  @macarong0774-ARMYxBTS,으아아 전 이 영상 다 보지도 않고 그냥 생 라이브가 듣기 좋아서 댓 단건데저 나중에 영상 제대로 보고나서 생 라이브인거 알았어요 제발 악플 그만,으아 전 이 영상 다 보지도 않고 그냥 생 라이브가 듣기 좋아서 댓 단 건데 저 나중에 영상 제대로 보고 나서 생 라이브인 거 알았어요 제발 악플 그만,1
  @macarong0774-ARMYxBTS,그러고 보정한다고 정정한것도 아닌데 그냥 물어본거임,그러고 보정한다고 정정한 것도 아닌데 그냥 물어본 거임,1
  @macarong0774-ARMYxBTS,생라이브 앵콜인거 이제 알고 음향 개구데기 아닙니다,생라이브 앙코르인 거 이제 알고 음향 개구에 기 아닙니다,1
  @user-nw2qy4hj4y,춤도안추고 부느는건데 잘한다고보긴 좀왠만한 노래잘하는 일반인이나 유튜버들이 부른게 더 잘하는거같은데,춤도 안 추고 부 느는 건데 잘한다고 보긴 좀 웬만한 노래 잘하는 일반인이나 유튜버들이 부른 게 더 잘하는 거 같은데,0
  @Jennyyy572,개네는 오토튠 넣음 ,걔네는 오토튠 넣음 ,1
  @dwseo91,합창단이냐,합창단이냐,0
  @user-jangdora,학년 아들이 옆에서 누구야 아이브하니솔직히 말해도되 아 듣기싫어함요,학년 아들이 옆에서 누구야 아이브 하니 솔직히 말해도 돼 아 듣기 싫어함요,0
  @Gloria_Aria,안유진빼고 리즈 빼고 다 못하네,안유진 빼고 리즈 빼고 다 못하네,0
  @ei6804,열심히 하고 노력하는 애들한테 왜그러냐 진짜 작작 까,열심히 하고 노력하는 애들한테 왜 그러냐 진짜 작작 까,1
  @mir0hikoon,그냥 아이돌 평균이고 리즈는 인듯내 생각엔 니주제에 깔만한 실력은 아닌거같다,그냥 아이돌 평균이고 리즈는인 듯 내 생각엔 네 주제에 깔만한 실력은 아닌 거 같다,1
  @user-gu4pt3kr1w,이거 댓글 쓰면서 좋아요 엄청 달릴즐알고 두근두근하면서 썼겠지,이거 댓글 쓰면서 좋아요 엄청 달릴 줄 알고 두근두근하면서 썼겠지,1
  @user-qb3gp7ip5w,춤 안추니까 좀 나은듯,춤 안 추니까 좀 나은 듯,1
  @user-tp2pm6lm8g,뭐여 가수여,뭐야 가수여,0
  @ivv1377,안유진 당나귀 창법 무서웡,안유진 당나귀 창법 무서워,0
  @user-pv2fb1nx6p,리즈 이서빼곤 가수맞나싶네,리즈 이서 빼곤 가수 맞나 싶네,0
  @user-bl7sf2ji6t,가수활동 데뷔도 아니거 몇년을 한 애들인데 아직도 실력이늘었니뭐니하고 있네 가수왜함 얘들,가수 활동 데뷔도 아니고 몇 년을 한 애들인데 아직도 실력이 늘었니 뭐니 하고 있네 가수 왜 함 얘들,0
  @user-si5eg6og6p,뉴진스 팬 아줌마 하이,뉴 진스 팬 아줌마 하이,1
  @user-lz7ue2je8w,데뷔한지 년 개월 됐는데,데뷔한지 년 개월 됐는데,0
  @user-rf5ny7gk3h,한국어 일빠 ,한국어 일빠 ,1
  @user-dq6hb8so2j,진짜 존나못한다 다들 ,진짜 존나못한다 다들 ,0
  @user-vj5qk5gj5s,다는 아닌데 ,다는 아닌데 ,1
  @user-oh6be1xu1x,리즈빼고 다들 일반인 노래방수준,리즈 빼고 다들 일반인 노래방 수준,0
  @user-tb8rd6od1t,애들 왜케 못하냐가성은 약하고 고음에선 음정유지도 안되고진성가니 존망,애들 왜 이렇게 못하냐가 성은 약하고 고음에선 음정 유지도 안되고 진성 가니 존망,0
  @user-db4gf7yd9v,쉴드 개많네  저게 노래 잘부르는거냐,실드 게 많네  저게 노래 잘 부르는 거냐,0
  @user-mz4se3wv4p,진짜 보면 볼수록 가을은 왜 인기 많은지 모르겠다 팀내 특출난 비주얼 춤 노래 랩 다 아닌데 노래는 파트가 적어서 몰랐는지 장원영보다 못 부르네 장원영은 음역대가 안 맞았던건지 는건지 많이 나아졌는데,진짜 보면 볼수록 가을은 왜 인기 많은지 모르겠다 팀 내 특출난 비주얼 춤 노래 랩 다 아닌데 노래는 파트가 적어서 몰랐는지 장원영보다 못 부르네 장원영은 음역대가 안 맞았던 건지 는 건지 많이 나아졌는데,0
  @user-bw1hc4vf2h,별론데,별론데,0
  @zlmc,가을 진짜 너무못한다,가을 진짜 너무 못한다,0
  @user-kz7rf4bm5f,여기 뭐하는 데임 저게 가수라고 말 할수 있는 실력임 난 음악은 잘모르지만 너무 불안하다 고음도 프로의 그것이 아니다 그냥 무지성 목으로 내지르는 수준 뭐 댓글 부대들 이냐 야들은 그래도 한국에서 탑급이라고 알려진 그룹인데 반에 라이브 실력은 정말 아니올시다 이다,여기 뭐 하는 데임 저게 가수라고 말할 수 있는 실력임 난 음악은 잘 모르지만 너무 불안하다 고음도 프로의 그것이 아니다 그냥 무지성 목으로 내지르는 수준 뭐 댓글 부대들이냐 야들은 그래도 한국에서 탑 급이라고 알려진 그룹인데 반에 라이브 실력은 정말 아니올시다이다,0
